Scolipede,Bug,60,100,89
Scorbunny,Fire,50,71,40
Scrafty,Dark,65,90,115
Scraggy,Dark,50,75,70
Scyther,Bug,70,110,80
Seadra,Water,55,65,95
Seaking,Water,80,92,65
Sealeo,Ice,90,60,70
Seedot,Grass,40,40,50
Seel,Water,65,45,55
Seismitoad,Water,105,95,75
Sentret,Normal,35,46,34
Serperior,Grass,75,75,95
Servine,Grass,60,60,75
Seviper,Poison,73,100,60
Sewaddle,Bug,45,53,70
"Shadow Rider Calyrex",Psychic,100,85,80
Sharpedo,Water,70,120,40
"Shaymin Land Forme",Grass,100,100,100
"Shaymin Sky Forme",Grass,100,103,75
Shedinja,Bug,1,90,45
Shelgon,Dragon,65,95,100
Shellder,Water,30,65,100
Shellos,Water,76,48,48
Shelmet,Bug,50,40,85
Shieldon,Rock,30,42,118
Shiftry,Grass,90,100,60
Shiinotic,Grass,60,45,80
Shinx,Electric,45,65,34
Shroomish,Grass,60,40,60
Shuckle,Bug,20,10,230
Shuppet,Ghost,44,75,35
Sigilyph,Psychic,72,58,80
Silcoon,Bug,50,35,55
Silicobra,Ground,52,57,75
Silvally,Normal,95,95,95
Simipour,Water,75,98,63
Simisage,Grass,75,98,63
Simisear,Fire,75,98,63
Sinistea,Ghost,40,45,45
"Sirfetch'd",Fighting,62,135,95
Sizzlipede,Fire,50,65,45
Skarmory,Steel,65,80,140
Skiddo,Grass,66,65,48
Skiploom,Grass,55,45,50
Skitty,Normal,50,45,45
Skorupi,Poison,40,50,90
Skrelp,Poison,50,60,60
Skuntank,Poison,103,93,67
Skwovet,Normal,70,55,55
Slaking,Normal,150,160,100
Slakoth,Normal,60,60,60
Sliggoo,Dragon,68,75,53
Slowbro,Water,95,75,110
Slowking,Water,95,75,80
Slowpoke,Water,90,65,65
Slugma,Fire,40,40,40
Slurpuff,Fairy,82,80,86
Smeargle,Normal,55,20,35
Smoochum,Ice,45,30,15
Sneasel,Dark,55,95,55
Snivy,Grass,45,45,55
Snom,Ice,30,25,35
Snorlax,Normal,160,110,65
Snorunt,Ice,50,50,50
Snover,Grass,60,62,50
Snubbull,Fairy,60,80,50
Sobble,Water,50,40,40
Solgaleo,Psychic,137,137,107
Solosis,Psychic,45,30,40
Solrock,Rock,70,95,85
Spearow,Normal,40,60,30
Spectrier,Ghost,100,65,60
Spewpa,Bug,45,22,60
Spheal,Ice,70,40,50
Spinarak,Bug,40,60,40
Spinda,Normal,60,60,60
Spiritomb,Ghost,50,92,108
Spoink,Psychic,60,25,35
Spritzee,Fairy,78,52,60
Squirtle,Water,44,48,65
Stakataka,Rock,61,131,211
Stantler,Normal,73,95,62
Staraptor,Normal,85,120,70
Staravia,Normal,55,75,50
Starly,Normal,40,55,30
Starmie,Water,60,75,85
Staryu,Water,30,45,55
Steelix,Steel,75,85,200
Steenee,Grass,52,40,48
Stonjourner,Rock,100,125,135
Stoutland,Normal,85,110,90
Stufful,Normal,70,75,50
Stunfisk,Ground,109,66,84
Stunky,Poison,63,63,47
Sudowoodo,Rock,70,100,115
Suicune,Water,100,75,115
Sunflora,Grass,75,75,55
Sunkern,Grass,30,30,30
Surskit,Bug,40,30,32
Swablu,Normal,45,40,60
Swadloon,Bug,55,63,90
Swalot,Poison,100,73,83
Swampert,Water,100,110,90
Swanna,Water,75,87,63
Swellow,Normal,60,85,60
Swinub,Ice,50,50,40
Swirlix,Fairy,62,48,66
Swoobat,Psychic,67,57,55
Sylveon,Fairy,95,65,65
Taillow,Normal,40,55,30
Talonflame,Fire,78,81,71
Tangela,Grass,65,55,115
Tangrowth,Grass,100,100,125
"Tapu Bulu",Grass,70,130,115
"Tapu Fini",Water,70,75,115
"Tapu Koko",Electric,70,115,85
"Tapu Lele",Psychic,70,85,75
Tauros,Normal,75,100,95
Teddiursa,Normal,60,80,50
Tentacool,Water,40,40,35
Tentacruel,Water,80,70,65
Tepig,Fire,65,63,45
Terrakion,Rock,91,129,90
Thievul,Dark,70,58,58
Throh,Fighting,120,100,85
"Thundurus Incarnate Forme",Electric,79,115,70
"Thundurus Therian Forme",Electric,79,105,70
Thwackey,Grass,70,85,70
Timburr,Fighting,75,80,55
Tirtouga,Water,54,78,103
Togedemaru,Electric,65,98,63
Togekiss,Fairy,85,50,95
Togepi,Fairy,35,20,65
Togetic,Fairy,55,40,85
Torchic,Fire,45,60,40
Torkoal,Fire,70,85,140
"Tornadus Incarnate Forme",Flying,79,115,70
"Tornadus Therian Forme",Flying,79,100,80
Torracat,Fire,65,85,50
Torterra,Grass,95,109,105
Totodile,Water,50,65,64
Toucannon,Normal,80,120,75
Toxapex,Poison,50,63,152
Toxel,Electric,40,38,35
Toxicroak,Poison,83,106,65
"Toxitricity Low Key Forme",Electric,75,98,70
"Toxtricity Amped Forme",Electric,75,98,70
Tranquill,Normal,62,77,62
Trapinch,Ground,45,100,45
Treecko,Grass,40,45,35
Trevenant,Ghost,85,110,76
Tropius,Grass,99,68,83
Trubbish,Poison,50,50,62
Trumbeak,Normal,55,85,50
Tsareena,Grass,72,120,98
Turtonator,Fire,60,78,135
Turtwig,Grass,55,68,64
Tympole,Water,50,50,40
Tynamo,Electric,35,55,40
"Type: Null",Normal,95,95,95
Typhlosion,Fire,78,84,78
Tyranitar,Rock,100,134,110
Tyrantrum,Rock,82,121,119
Tyrogue,Fighting,35,35,35
Tyrunt,Rock,58,89,77
"Ultra Necrozma",Psychic,97,167,97
Umbreon,Dark,95,65,110
Unfezant,Normal,80,115,80
Unown,Psychic,48,72,48
Ursaring,Normal,90,130,75
"Urshifu Rapid Strike Style",Fighting,100,130,100
"Urshifu Single Strike Style",Fighting,100,130,100
Uxie,Psychic,75,75,130
Vanillish,Ice,51,65,65
Vanillite,Ice,36,50,50
Vanilluxe,Ice,71,95,85
Vaporeon,Water,130,65,60
Venipede,Bug,30,45,59
Venomoth,Bug,70,65,60
Venonat,Bug,60,55,50
Venusaur,Grass,80,82,83
Vespiquen,Bug,70,80,102
Vibrava,Ground,50,70,50
Victini,Psychic,100,100,100
Victreebel,Grass,80,105,65
Vigoroth,Normal,80,80,80
Vikavolt,Bug,77,70,90
Vileplume,Grass,75,80,85
Virizion,Grass,91,90,72
Vivillon,Bug,80,52,50
Volbeat,Bug,65,73,55
Volcanion,Fire,80,110,120
Volcarona,Bug,85,60,65
Voltorb,Electric,40,30,50
Vullaby,Dark,70,55,75
Vulpix,Fire,38,41,40
Wailmer,Water,130,70,35
Wailord,Water,170,90,45
Walrein,Ice,110,80,90
Wartortle,Water,59,63,80
"Wash Rotom",Electric,50,65,107
Watchog,Normal,60,85,69
Weavile,Dark,70,120,65
Weedle,Bug,40,35,30
Weepinbell,Grass,65,90,50
Weezing,Poison,65,90,120
Whimsicott,Grass,60,67,85
Whirlipede,Bug,40,55,99
Whiscash,Water,110,78,73
Whismur,Normal,64,51,23
"White Kyurem",Dragon,125,120,90
Wigglytuff,Normal,140,70,45
Wimpod,Bug,25,35,40
Wingull,Water,40,30,30
"Wishiwashi School Forme",Water,45,140,130
"Wishiwashi Solo Forme",Water,45,20,20
Wobbuffet,Psychic,190,33,58
Woobat,Psychic,55,45,43
Wooloo,Normal,42,40,55
Wooper,Water,55,45,45
"Wormadam Plant Cloak",Bug,60,59,85
"Wormadam Sandy Cloak",Bug,60,79,105
"Wormadam Trash Cloak",Bug,60,69,95
Wurmple,Bug,45,45,35
Wynaut,Psychic,95,23,48
Xatu,Psychic,65,75,70
Xerneas,Fairy,126,131,95
Xurkitree,Electric,83,89,71
Yamask,Ghost,38,30,85
Yamper,Electric,59,45,50
Yanma,Bug,65,65,45
Yanmega,Bug,86,76,86
Yungoos,Normal,48,70,30
Yveltal,Dark,126,131,95
"Zacian Crowned Sword Forme",Fairy,92,170,115
"Zacian Hero of Many Battles",Fairy,92,130,115
"Zamazenta Crowned Sheild Forme",Fighting,92,130,145
"Zamazenta Hero of Many Battles",Fighting,92,130,115
Zangoose,Normal,73,115,60
Zapdos,Electric,90,90,85
Zarude,Dark,105,120,105
Zebstrika,Electric,75,100,63
Zekrom,Dragon,100,150,120
Zeraora,Electric,88,112,75
Zigzagoon,Normal,38,30,41
Zoroark,Dark,60,105,60
Zorua,Dark,40,65,40
Zubat,Poison,40,45,35
Zweilous,Dark,72,85,70
"Zygarde 10% Forme",Dragon,54,100,71
"Zygarde 50% Forme",Dragon,108,100,121
"Zygarde Complete Forme",Dragon,216,100,121
name,type1,hp,attack,defense
