Torkoal,Fire,70,85
Cacnea,Grass,50,85
Bibarel,Normal,79,85
Kricketune,Bug,77,85
Luxio,Electric,60,85
Munchlax,Normal,135,85
Lickilicky,Normal,110,85
Watchog,Normal,60,85
Drilbur,Ground,60,85
Amoonguss,Grass,114,85
Eelektrik,Electric,65,85
Mienfoo,Fighting,45,85
Pawniard,Dark,45,85
Zweilous,Dark,72,85
Larvesta,Bug,55,85
"Gourgeist Small Size",Ghost,55,85
Torracat,Fire,65,85
Trumbeak,Normal,55,85
"Tapu Lele",Psychic,70,85
Thwackey,Grass,70,85
Inteleon,Water,70,85
"Gigantamax Inteleon",Water,70,85
Appletun,Grass,110,85
"Gigantamax Appletun",Grass,110,85
Cramorant,Flying,70,85
"Mr. Rime",Ice,80,85
Eternatus,Poison,140,85
"Shadow Rider Calyrex",Psychic,100,85
Empoleon,Water,84,86
Maractus,Grass,75,86
Raboot,Fire,65,86
Swanna,Water,75,87
Axew,Dragon,46,87
Corviknight,Flying,98,87
"Gigantamax Corviknight",Flying,98,87
Liepard,Dark,64,88
Grotle,Grass,75,89
Bronzong,Steel,67,89
Tyrunt,Rock,58,89
Xurkitree,Electric,83,89
Beedrill,Bug,65,90
Fearow,Normal,65,90
Raichu,Electric,60,90
Weepinbell,Grass,65,90
"Farfetch'd",Normal,52,90
Weezing,Poison,65,90
"Galarian Weezing",Poison,65,90
Zapdos,Electric,90,90
Ariados,Bug,70,90
Crobat,Poison,85,90
Forretress,Bug,75,90
Houndoom,Dark,75,90
"Mega Houndoom",Dark,75,90
Lugia,Psychic,106,90
Mightyena,Dark,70,90
Ninjask,Bug,61,90
Shedinja,Bug,1,90
Lairon,Steel,60,90
Carvanha,Water,45,90
Wailord,Water,170,90
Kecleon,Normal,60,90
Relicanth,Water,100,90
Latios,Dragon,80,90
Gabite,Dragon,68,90
Drapion,Poison,70,90
Heatran,Fire,91,90
Darkrai,Dark,70,90
Darumaka,Fire,70,90
"Galarian Darumaka",Ice,70,90
Scrafty,Dark,65,90
Cobalion,Steel,91,90
Virizion,Grass,91,90
"Gourgeist Average Size",Ghost,65,90
Mimikyu,Ghost,55,90
Boltund,Electric,69,90
Hatterene,Psychic,57,90
"Gigantamax Hatterene",Psychic,57,90
Obstagoon,Dark,93,90
Dracovish,Water,90,90
Arctovish,Water,90,90
Kubfu,Fighting,60,90
Exploud,Normal,104,91
Nidoqueen,Poison,90,92
Seaking,Water,80,92
Spiritomb,Ghost,50,92
Abomasnow,Grass,90,92
Basculin,Water,70,92
Malamar,Dark,86,92
Hawlucha,Fighting,78,92
Skuntank,Poison,103,93
Pignite,Fire,90,93
Mothim,Bug,70,94
Ferrothorn,Grass,74,94
Parasect,Bug,60,95
Poliwrath,Water,90,95
Graveler,Rock,55,95
"Alolan Graveler",Rock,55,95
"Galarian Farfetched",Fighting,52,95
Cloyster,Water,50,95
Exeggutor,Grass,95,95
Kangaskhan,Normal,105,95
Magmar,Fire,65,95
"Mega Ampharos",Electric,90,95
Qwilfish,Water,65,95
Sneasel,Dark,55,95
Kingdra,Water,75,95
Stantler,Normal,73,95
Hitmontop,Fighting,50,95
Solrock,Rock,70,95
Anorith,Rock,45,95
Shelgon,Dragon,65,95
"Deoxys Speed Forme",Psychic,50,95
Magmortar,Fire,75,95
Gliscor,Ground,75,95
Seismitoad,Water,105,95
Crustle,Bug,70,95
Garbodor,Poison,80,95
"Gigantamax Garbodor",Poison,80,95
Cinccino,Normal,75,95
Vanilluxe,Ice,71,95
Greninja,Water,72,95
"Gourgeist Large Size",Ghost,75,95
"Type: Null",Normal,95,95
Silvally,Normal,95,95
Magearna,Steel,80,95
Greedent,Normal,120,95
Cursola,Ghost,60,95
Runerigus,Ground,58,95
"Morpeko Full Belly Mode",Electric,58,95
"Morpeko Hangry Mode",Electric,58,95
Duraludon,Steel,70,95
"Gigantamax Duraludon",Steel,70,95
Heatmor,Fire,85,97
Simisage,Grass,75,98
Simisear,Fire,75,98
Simipour,Water,75,98
Togedemaru,Electric,65,98
"Toxtricity Amped Forme",Electric,75,98
"Toxitricity Low Key Forme",Electric,75,98
"Gigantamax Toxitricity",Electric,75,98
name,type1,hp,attack
